x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,etiqueta
0.8029812574386597,0.8110747337341309,0.7300969958305359,0.7715808153152466,0.6870139241218567,0.6962800025939941,0.664577841758728,0.6392229795455933,0.6736451983451843,0.615564227104187,0.7791138291358948,0.5357546210289001,0.6993160843849182,0.5420100688934326,0.6992000341415405,0.6130198836326599,0.7202240228652954,0.6290921568870544,0.8109316825866699,0.5426571369171143,0.7170619964599609,0.563328742980957,0.7169969081878662,0.637861967086792,0.741962194442749,0.6477878093719482,0.8295055627822876,0.5759070515632629,0.737531304359436,0.6114845275878906,0.7367108464241028,0.6765047311782837,0.7623510956764221,0.6813244819641113,0.835231602191925,0.6230430603027344,0.7588294744491577,0.6623315215110779,0.758532702922821,0.7075895071029663,0.7819600701332092,0.7122753858566284,piedra
0.797382116317749,0.8455895781517029,0.7158185243606567,0.7937753200531006,0.668433427810669,0.713238000869751,0.6438905596733093,0.648669958114624,0.656825065612793,0.629493772983551,0.7745056748390198,0.5548645257949829,0.6848495602607727,0.5532292127609253,0.6859190464019775,0.6258181929588318,0.7108016014099121,0.6422405242919922,0.8014998435974121,0.5636173486709595,0.6984084248542786,0.5777616500854492,0.7004050612449646,0.6535241603851318,0.7276613116264343,0.6657096147537231,0.814000129699707,0.5954981446266174,0.7134801745414734,0.6247555613517761,0.7160766124725342,0.6900022625923157,0.7438784837722778,0.6965644359588623,0.8143870830535889,0.6407661437988281,0.7320001125335693,0.6779727339744568,0.7359183430671692,0.7230736017227173,0.7618842124938965,0.7276962995529175,piedra
0.7751972675323486,0.8344058990478516,0.7029212117195129,0.8347382545471191,0.6239641308784485,0.7761257290840149,0.5898398160934448,0.7068374156951904,0.6220043301582336,0.6788823008537292,0.6598097681999207,0.583167314529419,0.60747230052948,0.6039066314697266,0.6324023604393005,0.6854068636894226,0.655495822429657,0.6974640488624573,0.7029963135719299,0.5629221200942993,0.6477738618850708,0.6031843423843384,0.6716371774673462,0.697660505771637,0.6920682191848755,0.7018011212348938,0.7453954815864563,0.5693680644035339,0.6921709775924683,0.6234616637229919,0.7087268829345703,0.7076033353805542,0.7274644374847412,0.7047035694122314,0.7864876389503479,0.5938655734062195,0.7395263314247131,0.6552478671073914,0.7470400333404541,0.7118972539901733,0.7627716660499573,0.7059434652328491,piedra
0.7865668535232544,0.8292638063430786,0.7168986201286316,0.842042088508606,0.6307869553565979,0.7971535921096802,0.5957996845245361,0.7285757064819336,0.6400923728942871,0.691396176815033,0.6400468945503235,0.5976452827453613,0.6003323197364807,0.632149875164032,0.6370316743850708,0.7082955241203308,0.6598852276802063,0.7097856402397156,0.6848486661911011,0.5649945139884949,0.6495407819747925,0.6273492574691772,0.6845752000808716,0.7155646085739136,0.7007148265838623,0.7038812041282654,0.7338083982467651,0.5638102293014526,0.7037677764892578,0.6375129818916321,0.7268862724304199,0.7165959477424622,0.7399404048919678,0.7014983892440796,0.7842316031455994,0.5788611173629761,0.7571423649787903,0.6477611064910889,0.7676305770874023,0.7006643414497375,0.7775068879127502,0.6872312426567078,piedra
0.8251920342445374,0.8201520442962646,0.7621602416038513,0.8551996350288391,0.6730867028236389,0.8355350494384766,0.6464757323265076,0.7721384763717651,0.6893729567527771,0.717574417591095,0.6389515399932861,0.6271953582763672,0.6328514814376831,0.6689149737358093,0.6750876903533936,0.7430469989776611,0.6904866099357605,0.7439433336257935,0.6843637824058533,0.5758984684944153,0.6909545660018921,0.6473647356033325,0.7257675528526306,0.7310861945152283,0.7302805185317993,0.7224518656730652,0.7377005815505981,0.5583798289299011,0.7517544031143188,0.6464049220085144,0.7712809443473816,0.7197403907775879,0.7662652730941772,0.7028918862342834,0.7946904897689819,0.5562552809715271,0.8003976345062256,0.6354426145553589,0.8107966780662537,0.6933456063270569,0.8062686920166016,0.6832453608512878,piedra
0.8523855209350586,0.8078200817108154,0.7873349785804749,0.8458356857299805,0.7058631181716919,0.8525691032409668,0.6715508103370667,0.815274715423584,0.7120176553726196,0.7577207684516907,0.6445533037185669,0.626937985420227,0.6577640771865845,0.7064381241798401,0.6994705200195312,0.765959620475769,0.7108492255210876,0.7579441070556641,0.694232165813446,0.5761471390724182,0.716964602470398,0.6796672344207764,0.7484185695648193,0.7467893958091736,0.75240159034729,0.7402644157409668,0.7527963519096375,0.5582465529441833,0.780293881893158,0.6727039217948914,0.7974909543991089,0.7351128458976746,0.7937483191490173,0.7239676713943481,0.8140352368354797,0.5602318644523621,0.8341511487960815,0.659930408000946,0.8434165120124817,0.7189223170280457,0.8398768305778503,0.7216997146606445,piedra
0.8689607977867126,0.6917281150817871,0.7764292359352112,0.7162107229232788,0.6945984363555908,0.7345612645149231,0.6636735200881958,0.7646174430847168,0.7199006676673889,0.7608213424682617,0.6838992834091187,0.5126019716262817,0.6701147556304932,0.6793503761291504,0.7074102163314819,0.7064353227615356,0.7201271057128906,0.6645466685295105,0.7491790652275085,0.49943268299102783,0.7343286871910095,0.6993260383605957,0.7575584650039673,0.6984797716140747,0.7601498365402222,0.6392754912376404,0.8170439600944519,0.5229413509368896,0.8028176426887512,0.7075875401496887,0.8101840615272522,0.6994779706001282,0.8094482421875,0.641450822353363,0.8771811127662659,0.5662187337875366,0.8607466220855713,0.7072362303733826,0.8646657466888428,0.6927301287651062,0.8642697930335999,0.6367814540863037,piedra
0.9014334678649902,0.6322814226150513,0.7902406454086304,0.6451268792152405,0.700126051902771,0.6574269533157349,0.658176839351654,0.6977409720420837,0.6895760893821716,0.7225444316864014,0.6963900327682495,0.46676164865493774,0.659028172492981,0.6376677751541138,0.6950026750564575,0.6644514203071594,0.7111825346946716,0.6246163845062256,0.7594628930091858,0.46916720271110535,0.7167999148368835,0.6816219091415405,0.7446205615997314,0.6775012016296387,0.7497268915176392,0.6202192306518555,0.8241434693336487,0.5079318284988403,0.7800965905189514,0.7084836959838867,0.7970969080924988,0.6993160247802734,0.8030910491943359,0.6474067568778992,0.8815697431564331,0.5647912621498108,0.8394317626953125,0.7161731719970703,0.8454734683036804,0.7002556920051575,0.8494941592216492,0.6490973234176636,piedra
0.919140636920929,0.6404828429222107,0.8113341331481934,0.6217191219329834,0.7182050943374634,0.6104511022567749,0.6621510982513428,0.6422308683395386,0.6698578596115112,0.6759772300720215,0.7207772731781006,0.4426698684692383,0.6537938117980957,0.5934594869613647,0.6913845539093018,0.6348495483398438,0.7177267670631409,0.6081644892692566,0.7753710746765137,0.4615001082420349,0.7020836472511292,0.6515182852745056,0.7403367757797241,0.6594343781471252,0.7605859041213989,0.6146071553230286,0.8273552060127258,0.5125582814216614,0.755497395992279,0.6919383406639099,0.7890411615371704,0.6872377395629883,0.8075897097587585,0.6379274129867554,0.8728926181793213,0.5793267488479614,0.8094062209129333,0.7152915596961975,0.8290133476257324,0.7122523188591003,0.8468756675720215,0.672633171081543,piedra
0.9022025465965271,0.7277588248252869,0.7975330352783203,0.7006069421768188,0.7164584994316101,0.6561916470527649,0.6637220978736877,0.636825680732727,0.6754181981086731,0.6434460878372192,0.7626965641975403,0.4478941559791565,0.6760715246200562,0.5509937405586243,0.6967397332191467,0.6188250184059143,0.7231159806251526,0.6136114597320557,0.8096109628677368,0.47606053948402405,0.7076433897018433,0.6126435399055481,0.7340406179428101,0.6595945954322815,0.7601615190505981,0.6359217166900635,0.8479623794555664,0.5346511006355286,0.7528904676437378,0.6736857891082764,0.7765122652053833,0.7047614455223083,0.8000227808952332,0.673606276512146,0.8777079582214355,0.6087027788162231,0.7996021509170532,0.7183793783187866,0.8171353936195374,0.7352003455162048,0.8396691083908081,0.7068033218383789,piedra
